Small dictionary from THU, with frequency data.
不在话下,FREQ:2893;
还本付息,FREQ:2890;
担惊受怕,FREQ:2890;
约定俗成,FREQ:2888;
廉洁奉公,FREQ:2883;
果不其然,FREQ:2882;
晴天霹雳,FREQ:2867;
正本清源,FREQ:2865;
不负众望,FREQ:2857;
瞬息万变,FREQ:2857;
不可逾越,FREQ:2855;
靠天吃饭,FREQ:2852;
语焉不详,FREQ:2846;
悲痛欲绝,FREQ:2844;
各显神通,FREQ:2842;
前赴后继,FREQ:2831;
翻山越岭,FREQ:2829;
临危受命,FREQ:2828;
忐忑不安,FREQ:2827;
不拘一格,FREQ:2825;
有机可乘,FREQ:2822;
漫山遍野,FREQ:2820;
赞叹不已,FREQ:2819;
而立之年,FREQ:2819;
不假思索,FREQ:2816;
不屈不挠,FREQ:2816;
潸然泪下,FREQ:2811;
礼尚往来,FREQ:2803;
条条框框,FREQ:2803;
灵机一动,FREQ:2803;
引人入胜,FREQ:2802;
若无其事,FREQ:2801;
熟视无睹,FREQ:2798;
骇人听闻,FREQ:2796;
趋利避害,FREQ:2793;
供过于求,FREQ:2793;
交口称赞,FREQ:2792;
精力充沛,FREQ:2781;
冠冕堂皇,FREQ:2778;
分道扬镳,FREQ:2778;
荷枪实弹,FREQ:2777;
老生常谈,FREQ:2777;
彻头彻尾,FREQ:2774;
活灵活现,FREQ:2770;
安身立命,FREQ:2765;
风雨同舟,FREQ:2763;
游手好闲,FREQ:2761;
心灰意冷,FREQ:2760;
耸人听闻,FREQ:2759;
网开一面,FREQ:2757;
精兵强将,FREQ:2753;
电闪雷鸣,FREQ:2753;
星罗棋布,FREQ:2751;
谈何容易,FREQ:2750;
三缄其口,FREQ:2749;
众目睽睽,FREQ:2742;
混为一谈,FREQ:2739;
不能自拔,FREQ:2737;
多才多艺,FREQ:2735;
不欢而散,FREQ:2734;
井井有条,FREQ:2731;
鳞次栉比,FREQ:2729;
自以为是,FREQ:2725;
腾空而起,FREQ:2724;
不动声色,FREQ:2724;
稳扎稳打,FREQ:2719;
似曾相识,FREQ:2719;
空空如也,FREQ:2718;
危在旦夕,FREQ:2714;
开诚布公,FREQ:2708;
可歌可泣,FREQ:2699;
口诛笔伐,FREQ:2690;
釜底抽薪,FREQ:2688;
口口声声,FREQ:2687;
举世闻名,FREQ:2683;
光明正大,FREQ:2682;
一门心思,FREQ:2679;
不一而足,FREQ:2675;
文山会海,FREQ:2675;
德艺双馨,FREQ:2674;
顾全大局,FREQ:2672;
能上能下,FREQ:2669;
胆战心惊,FREQ:2666;
坚韧不拔,FREQ:2663;
起死回生,FREQ:2662;
全神贯注,FREQ:2661;
死里逃生,FREQ:2659;
一马当先,FREQ:2654;
平安无事,FREQ:2654;
厚积薄发,FREQ:2653;
无理取闹,FREQ:2652;
当机立断,FREQ:2647;
八方支援,FREQ:2644;
深情厚谊,FREQ:2644;
名存实亡,FREQ:2642;
如释重负,FREQ:2642;
雷打不动,FREQ:2641;
一望无际,FREQ:2639;
与世隔绝,FREQ:2631;
门可罗雀,FREQ:2629;
大摇大摆,FREQ:2629;
将信将疑,FREQ:2627;
饶有兴趣,FREQ:2625;
勤勤恳恳,FREQ:2624;
心旷神怡,FREQ:2623;
柴米油盐,FREQ:2615;
心照不宣,FREQ:2614;
半途而废,FREQ:2611;
半信半疑,FREQ:2602;
无计可施,FREQ:2601;
轻装上阵,FREQ:2597;
一塌糊涂,FREQ:2596;
震撼人心,FREQ:2595;
后来居上,FREQ:2593;
并驾齐驱,FREQ:2590;
不时之需,FREQ:2587;
自告奋勇,FREQ:2585;
东山再起,FREQ:2584;
锒铛入狱,FREQ:2584;
轻车简从,FREQ:2584;
通力合作,FREQ:2580;
石沉大海,FREQ:2575;
隐姓埋名,FREQ:2573;
愤愤不平,FREQ:2571;
一鼓作气,FREQ:2565;
心安理得,FREQ:2565;
千头万绪,FREQ:2565;
冰天雪地,FREQ:2559;
奋发向上,FREQ:2556;
后起之秀,FREQ:2546;
谨言慎行,FREQ:2546;
时过境迁,FREQ:2541;
必争之地,FREQ:2539;
唯利是图,FREQ:2538;
居高临下,FREQ:2538;
事无巨细,FREQ:2537;
无孔不入,FREQ:2536;
势不可挡,FREQ:2535;
烟消云散,FREQ:2530;
席地而坐,FREQ:2522;
豁然开朗,FREQ:2519;
义愤填膺,FREQ:2517;
不进则退,FREQ:2514;
身先士卒,FREQ:2511;
一概而论,FREQ:2511;
敷衍了事,FREQ:2510;
高枕无忧,FREQ:2508;
巧立名目,FREQ:2507;
万不得已,FREQ:2503;
震耳欲聋,FREQ:2502;
今非昔比,FREQ:2499;
拉帮结派,FREQ:2494;
无忧无虑,FREQ:2490;
手舞足蹈,FREQ:2486;
千呼万唤,FREQ:2483;
各取所需,FREQ:2480;
遥遥领先,FREQ:2479;
杳无音信,FREQ:2479;
相濡以沫,FREQ:2475;
先入为主,FREQ:2470;
横七竖八,FREQ:2469;
痛心疾首,FREQ:2458;
千军万马,FREQ:2452;
可有可无,FREQ:2452;
化整为零,FREQ:2450;
阳奉阴违,FREQ:2449;
沉默寡言,FREQ:2445;
你追我赶,FREQ:2444;
顺手牵羊,FREQ:2442;
渐入佳境,FREQ:2441;
听之任之,FREQ:2433;
束手就擒,FREQ:2429;
心无旁骛,FREQ:2429;
以防万一,FREQ:2427;
振聋发聩,FREQ:2427;
杳无音讯,FREQ:2427;
情有可原,FREQ:2426;
尽力而为,FREQ:2424;
投机取巧,FREQ:2423;
小题大做,FREQ:2423;
约法三章,FREQ:2422;
不屑一顾,FREQ:2422;
自圆其说,FREQ:2416;
人尽其才,FREQ:2412;
迎来送往,FREQ:2405;
财大气粗,FREQ:2402;
从容应对,FREQ:2402;
随波逐流,FREQ:2401;
望子成龙,FREQ:2398;
鸡毛蒜皮,FREQ:2395;
肃然起敬,FREQ:2394;
公平交易,FREQ:2390;
束之高阁,FREQ:2387;
因噎废食,FREQ:2387;
火光冲天,FREQ:2386;
另起炉灶,FREQ:2386;
打破常规,FREQ:2386;
饮食起居,FREQ:2383;
青黄不接,FREQ:2379;
面面俱到,FREQ:2379;
天涯海角,FREQ:2378;
语无伦次,FREQ:2378;
箭在弦上,FREQ:2375;
朗朗上口,FREQ:2373;
舍近求远,FREQ:2369;
置身事外,FREQ:2367;
鞠躬尽瘁,FREQ:2365;
活蹦乱跳,FREQ:2363;
不寒而栗,FREQ:2362;
明辨是非,FREQ:2359;
言简意赅,FREQ:2354;
鸟语花香,FREQ:2350;
避而不谈,FREQ:2347;
头头是道,FREQ:2343;
安营扎寨,FREQ:2338;
风尘仆仆,FREQ:2338;
前无古人,FREQ:2337;
无可非议,FREQ:2336;
无所不能,FREQ:2334;
筋疲力尽,FREQ:2334;
一来二去,FREQ:2333;
张灯结彩,FREQ:2332;
一哄而上,FREQ:2332;
不由分说,FREQ:2331;
难以预料,FREQ:2329;
酣畅淋漓,FREQ:2329;
带头作用,FREQ:2325;
南辕北辙,FREQ:2324;
自由自在,FREQ:2324;
风风火火,FREQ:2319;
冒名顶替,FREQ:2314;
保家卫国,FREQ:2313;
年富力强,FREQ:2312;
不义之财,FREQ:2308;
事出有因,FREQ:2306;
见死不救,FREQ:2305;
人烟稀少,FREQ:2304;
模棱两可,FREQ:2304;
人迹罕至,FREQ:2303;
中饱私囊,FREQ:2302;
三天两头,FREQ:2302;
一贫如洗,FREQ:2301;
没日没夜,FREQ:2299;
见贤思齐,FREQ:2295;
戒备森严,FREQ:2293;
千奇百怪,FREQ:2292;
麻痹大意,FREQ:2289;
满载而归,FREQ:2288;
至高无上,FREQ:2287;
一草一木,FREQ:2286;
扬长避短,FREQ:2285;
同甘共苦,FREQ:2282;
铜墙铁壁,FREQ:2279;
孜孜以求,FREQ:2270;
抱头痛哭,FREQ:2267;
移风易俗,FREQ:2264;
独具匠心,FREQ:2263;
追悔莫及,FREQ:2261;
久负盛名,FREQ:2258;
过意不去,FREQ:2255;
冷嘲热讽,FREQ:2255;
泛滥成灾,FREQ:2253;
横冲直撞,FREQ:2245;
沾沾自喜,FREQ:2245;
有血有肉,FREQ:2244;
争奇斗艳,FREQ:2244;
精神恍惚,FREQ:2243;
盘根错节,FREQ:2242;
大兴土木,FREQ:2241;
老泪纵横,FREQ:2238;
雄心壮志,FREQ:2236;
瞒天过海,FREQ:2234;
丧心病狂,FREQ:2233;
目不转睛,FREQ:2232;
相安无事,FREQ:2230;
和而不同,FREQ:2229;
乐善好施,FREQ:2225;
快马加鞭,FREQ:2223;
人心向背,FREQ:2221;
无关紧要,FREQ:2219;
入土为安,FREQ:2218;
峰回路转,FREQ:2218;
闻所未闻,FREQ:2217;
烫手山芋,FREQ:2216;
花样百出,FREQ:2216;
手无寸铁,FREQ:2216;
据理力争,FREQ:2216;
不虚此行,FREQ:2215;
确有其事,FREQ:2213;
漏网之鱼,FREQ:2212;
乘风破浪,FREQ:2209;
出类拔萃,FREQ:2209;
有求必应,FREQ:2206;
挖空心思,FREQ:2206;
暴露无遗,FREQ:2203;
价廉物美,FREQ:2203;
千疮百孔,FREQ:2201;
矢口否认,FREQ:2199;
嗤之以鼻,FREQ:2199;
春意盎然,FREQ:2199;
原封不动,FREQ:2197;
无可比拟,FREQ:2196;
三番五次,FREQ:2195;
登高望远,FREQ:2195;
板上钉钉,FREQ:2193;
杞人忧天,FREQ:2192;
心满意足,FREQ:2190;
无所不在,FREQ:2189;
举手投足,FREQ:2182;
动荡不安,FREQ:2182;
东张西望,FREQ:2181;
三足鼎立,FREQ:2179;
物归原主,FREQ:2176;
不远万里,FREQ:2174;
空中楼阁,FREQ:2171;
家长里短,FREQ:2169;
通宵达旦,FREQ:2164;
一掷千金,FREQ:2163;
言之凿凿,FREQ:2161;
挥汗如雨,FREQ:2156;
天衣无缝,FREQ:2155;
不知何故,FREQ:2155;
如鱼得水,FREQ:2151;
僧多粥少,FREQ:2148;
互相推诿,FREQ:2147;
本来面目,FREQ:2146;
来者不拒,FREQ:2144;
欣喜若狂,FREQ:2142;
呕心沥血,FREQ:2140;
精耕细作,FREQ:2139;
汗马功劳,FREQ:2138;
稍纵即逝,FREQ:2138;
远见卓识,FREQ:2133;
千钧一发,FREQ:2130;
不攻自破,FREQ:2129;
奋发图强,FREQ:2127;
运筹帷幄,FREQ:2124;
同归于尽,FREQ:2123;
声情并茂,FREQ:2120;
喜笑颜开,FREQ:2119;
就地取材,FREQ:2119;
谈笑风生,FREQ:2118;
一本正经,FREQ:2116;
按兵不动,FREQ:2116;
真刀真枪,FREQ:2114;
春风化雨,FREQ:2113;
天罗地网,FREQ:2111;
摩肩接踵,FREQ:2110;
飞来横祸,FREQ:2109;
胸有成竹,FREQ:2107;
花样翻新,FREQ:2107;
依山傍水,FREQ:2107;
虎视眈眈,FREQ:2104;
万事大吉,FREQ:2104;
萎靡不振,FREQ:2103;
独占鳌头,FREQ:2103;
古往今来,FREQ:2103;
舍己救人,FREQ:2100;
欲罢不能,FREQ:2095;
敲锣打鼓,FREQ:2093;
穷凶极恶,FREQ:2092;
化险为夷,FREQ:2092;
大快朵颐,FREQ:2090;
休戚与共,FREQ:2089;
相映成趣,FREQ:2084;
按图索骥,FREQ:2080;
不偏不倚,FREQ:2079;
穿针引线,FREQ:2077;
过关斩将,FREQ:2073;
闭门造车,FREQ:2072;
迎头赶上,FREQ:2071;
入乡随俗,FREQ:2071;
不堪一击,FREQ:2070;
满心欢喜,FREQ:2069;
啧啧称奇,FREQ:2067;
有识之士,FREQ:2067;
出尔反尔,FREQ:2066;
如痴如醉,FREQ:2065;
天翻地覆,FREQ:2061;
毁于一旦,FREQ:2061;
只言片语,FREQ:2059;
仁人志士,FREQ:2058;
不期而遇,FREQ:2058;
疲于奔命,FREQ:2057;
放眼世界,FREQ:2055;
妙趣横生,FREQ:2054;
气势汹汹,FREQ:2053;
大海捞针,FREQ:2053;
似是而非,FREQ:2051;
差强人意,FREQ:2051;
含辛茹苦,FREQ:2050;
风华正茂,FREQ:2050;
贪赃枉法,FREQ:2049;
招兵买马,FREQ:2049;
披荆斩棘,FREQ:2046;
风雨飘摇,FREQ:2040;
殚精竭虑,FREQ:2040;
尽善尽美,FREQ:2037;
跃然纸上,FREQ:2035;
豪言壮语,FREQ:2035;
以偏概全,FREQ:2035;
前功尽弃,FREQ:2034;
重操旧业,FREQ:2031;
诗情画意,FREQ:2031;
各自为战,FREQ:2030;
鬼鬼祟祟,FREQ:2029;
扪心自问,FREQ:2028;
用心良苦,FREQ:2027;
恰如其分,FREQ:2026;
经久不息,FREQ:2025;
千姿百态,FREQ:2023;
步履蹒跚,FREQ:2023;
休养生息,FREQ:2022;
风靡一时,FREQ:2022;
不明不白,FREQ:2019;
重男轻女,FREQ:2019;
唇枪舌剑,FREQ:2019;
家破人亡,FREQ:2019;
东倒西歪,FREQ:2018;
行色匆匆,FREQ:2018;
十全十美,FREQ:2018;
包罗万象,FREQ:2018;
不劳而获,FREQ:2015;
百感交集,FREQ:2003;
互通有无,FREQ:2002;
国泰民安,FREQ:1997;
西装革履,FREQ:1997;
百年不遇,FREQ:1996;
扶危济困,FREQ:1996;
和衷共济,FREQ:1995;
纹丝不动,FREQ:1995;
人才辈出,FREQ:1991;
艰难困苦,FREQ:1991;
步履维艰,FREQ:1991;
付之一炬,FREQ:1990;
众望所归,FREQ:1989;
一干二净,FREQ:1987;
一走了之,FREQ:1985;
红白喜事,FREQ:1984;
同仇敌忾,FREQ:1983;
粗制滥造,FREQ:1981;
崇山峻岭,FREQ:1980;
回味无穷,FREQ:1978;
不近人情,FREQ:1969;
生死未卜,FREQ:1966;
敬而远之,FREQ:1966;
不紧不慢,FREQ:1966;
励精图治,FREQ:1966;
知法犯法,FREQ:1966;
颠倒黑白,FREQ:1965;
门庭若市,FREQ:1963;
两败俱伤,FREQ:1959;
开阔眼界,FREQ:1955;
劳逸结合,FREQ:1954;
心血来潮,FREQ:1952;
洁身自好,FREQ:1948;
盛况空前,FREQ:1943;
美其名曰,FREQ:1942;
动之以情,FREQ:1941;
十有八九,FREQ:1939;
偷梁换柱,FREQ:1937;
传为佳话,FREQ:1935;
灰头土脸,FREQ:1934;
精神矍铄,FREQ:1932;
信手拈来,FREQ:1932;
偃旗息鼓,FREQ:1932;
大获全胜,FREQ:1931;
患难与共,FREQ:1931;
守株待兔,FREQ:1931;
全军覆没,FREQ:1930;
忙忙碌碌,FREQ:1929;
笑容满面,FREQ:1929;
浮想联翩,FREQ:1929;
慷慨激昂,FREQ:1926;
安家落户,FREQ:1924;
真情实感,FREQ:1923;
形影不离,FREQ:1923;
湖光山色,FREQ:1921;
问心无愧,FREQ:1920;
长年累月,FREQ:1920;
乍暖还寒,FREQ:1917;
多管闲事,FREQ:1917;
后继有人,FREQ:1916;
踌躇满志,FREQ:1914;
背水一战,FREQ:1913;
天南海北,FREQ:1911;
花花绿绿,FREQ:1909;
一语道破,FREQ:1909;
拨乱反正,FREQ:1908;
苦心经营,FREQ:1908;
雾里看花,FREQ:1907;
科班出身,FREQ:1907;
振振有词,FREQ:1906;
声泪俱下,FREQ:1905;
看家本领,FREQ:1905;
不辞而别,FREQ:1904;
敷衍塞责,FREQ:1904;
一蹶不振,FREQ:1903;
放任自流,FREQ:1901;
只字不提,FREQ:1896;
趁热打铁,FREQ:1894;
东躲西藏,FREQ:1894;
痛不欲生,FREQ:1890;
风和日丽,FREQ:1886;
万里长城,FREQ:1885;
周而复始,FREQ:1880;
一往无前,FREQ:1878;
名声在外,FREQ:1878;
乘胜追击,FREQ:1877;
惊叹不已,FREQ:1876;
煞有介事,FREQ:1871;
温文尔雅,FREQ:1867;
夺眶而出,FREQ:1867;
内忧外患,FREQ:1866;
一锤定音,FREQ:1865;
操之过急,FREQ:1864;
严重错误,FREQ:1864;
填海造地,FREQ:1863;
心潮澎湃,FREQ:1863;
翻来覆去,FREQ:1863;
斤斤计较,FREQ:1862;
吉祥如意,FREQ:1862;
积劳成疾,FREQ:1859;
甜言蜜语,FREQ:1857;
漠不关心,FREQ:1856;
大声疾呼,FREQ:1854;
杂乱无章,FREQ:1853;
长足进展,FREQ:1851;
临危不惧,FREQ:1850;
奋起直追,FREQ:1849;
顶天立地,FREQ:1848;
一鸣惊人,FREQ:1847;
一盘散沙,FREQ:1845;
道听途说,FREQ:1843;
不管不顾,FREQ:1843;
言行一致,FREQ:1842;
两全其美,FREQ:1841;
以讹传讹,FREQ:1840;
是非曲直,FREQ:1840;
如意算盘,FREQ:1837;
兴风作浪,FREQ:1834;
一生一世,FREQ:1834;
风吹日晒,FREQ:1833;
一尘不染,FREQ:1832;
胆大妄为,FREQ:1832;
百家争鸣,FREQ:1831;
功亏一篑,FREQ:1829;
前因后果,FREQ:1827;
不置可否,FREQ:1827;
富丽堂皇,FREQ:1824;
专心致志,FREQ:1823;
轻举妄动,FREQ:1821;
一丝一毫,FREQ:1820;
顾此失彼,FREQ:1818;
于事无补,FREQ:1818;
粉墨登场,FREQ:1818;
千变万化,FREQ:1818;
重见天日,FREQ:1815;
无法无天,FREQ:1814;
大错特错,FREQ:1813;
颗粒无收,FREQ:1813;
不以为意,FREQ:1813;
坐立不安,FREQ:1812;
花言巧语,FREQ:1811;
心惊胆战,FREQ:1809;
势均力敌,FREQ:1807;
气急败坏,FREQ:1807;
留有余地,FREQ:1807;
标新立异,FREQ:1806;
步步为营,FREQ:1805;
积重难返,FREQ:1802;
喃喃自语,FREQ:1802;
表面文章,FREQ:1800;
一字一句,FREQ:1800;
游山玩水,FREQ:1798;
自暴自弃,FREQ:1798;
靠山吃山,FREQ:1798;
有心无力,FREQ:1798;
不得人心,FREQ:1797;
囤积居奇,FREQ:1794;
一知半解,FREQ:1794;
绚丽多彩,FREQ:1790;
明知故犯,FREQ:1788;
花团锦簇,FREQ:1787;
情真意切,FREQ:1786;
灵丹妙药,FREQ:1785;
毛骨悚然,FREQ:1783;
名不副实,FREQ:1780;
浑然一体,FREQ:1779;
左顾右盼,FREQ:1779;
欢天喜地,FREQ:1776;
前所未见,FREQ:1776;
像模像样,FREQ:1776;
海阔天空,FREQ:1775;
受制于人,FREQ:1775;
扼腕叹息,FREQ:1774;
独当一面,FREQ:1772;
心惊肉跳,FREQ:1772;
危机四伏,FREQ:1771;
如法炮制,FREQ:1771;
彬彬有礼,FREQ:1770;
异想天开,FREQ:1767;
源头活水,FREQ:1767;
不远千里,FREQ:1766;
固步自封,FREQ:1764;
为人师表,FREQ:1764;
弥留之际,FREQ:1763;
如日中天,FREQ:1763;
物尽其用,FREQ:1763;
一语中的,FREQ:1762;
大快人心,FREQ:1761;
屡试不爽,FREQ:1757;
面红耳赤,FREQ:1757;
迥然不同,FREQ:1756;
难言之隐,FREQ:1755;
泾渭分明,FREQ:1754;
大浪淘沙,FREQ:1753;
三六九等,FREQ:1753;
华而不实,FREQ:1752;
扣人心弦,FREQ:1751;
大失所望,FREQ:1751;
破烂不堪,FREQ:1745;
不可告人,FREQ:1745;
驾轻就熟,FREQ:1743;
心领神会,FREQ:1742;
你死我活,FREQ:1742;
一衣带水,FREQ:1738;
恋恋不舍,FREQ:1736;
遍体鳞伤,FREQ:1736;
忽冷忽热,FREQ:1736;
神采奕奕,FREQ:1734;
翻箱倒柜,FREQ:1733;
干净利落,FREQ:1730;
独断专行,FREQ:1728;
处心积虑,FREQ:1728;
切中要害,FREQ:1727;
朴实无华,FREQ:1725;
和蔼可亲,FREQ:1721;
地广人稀,FREQ:1721;
后悔莫及,FREQ:1719;
乘虚而入,FREQ:1718;
四分五裂,FREQ:1713;
英姿飒爽,FREQ:1710;
望尘莫及,FREQ:1710;
阴差阳错,FREQ:1709;
谦虚谨慎,FREQ:1707;
出其不意,FREQ:1707;
虎头蛇尾,FREQ:1702;
蜻蜓点水,FREQ:1701;
抽丝剥茧,FREQ:1701;
分崩离析,FREQ:1701;
千山万水,FREQ:1699;
并行不悖,FREQ:1698;
奔走相告,FREQ:1697;
有问必答,FREQ:1696;
铁证如山,FREQ:1694;
量体裁衣,FREQ:1694;
狂轰滥炸,FREQ:1693;
完璧归赵,FREQ:1693;
无可奉告,FREQ:1692;
不可动摇,FREQ:1686;
软硬兼施,FREQ:1684;
疏而不漏,FREQ:1682;
闷闷不乐,FREQ:1681;
急中生智,FREQ:1681;
监守自盗,FREQ:1681;
心心相印,FREQ:1677;
人杰地灵,FREQ:1674;
身不由己,FREQ:1673;
不堪回首,FREQ:1673;
生老病死,FREQ:1671;
捷报频传,FREQ:1670;
破旧不堪,FREQ:1668;
粗心大意,FREQ:1667;
开宗明义,FREQ:1667;
瓢泼大雨,FREQ:1666;
感人肺腑,FREQ:1666;
任人唯亲,FREQ:1665;
惴惴不安,FREQ:1665;
沁人心脾,FREQ:1663;
言外之意,FREQ:1662;
昏昏欲睡,FREQ:1662;
无精打采,FREQ:1661;
不出所料,FREQ:1661;
行云流水,FREQ:1659;
一穷二白,FREQ:1658;
无所畏惧,FREQ:1658;
出人头地,FREQ:1655;
无所顾忌,FREQ:1652;
切肤之痛,FREQ:1652;
赤子之心,FREQ:1652;
大功告成,FREQ:1648;
拍案叫绝,FREQ:1646;
扬眉吐气,FREQ:1644;
举国上下,FREQ:1644;
得过且过,FREQ:1644;
趁火打劫,FREQ:1642;
乌烟瘴气,FREQ:1641;
见仁见智,FREQ:1640;
寸步不离,FREQ:1639;
风光旖旎,FREQ:1635;
有口皆碑,FREQ:1635;
各得其所,FREQ:1635;
不痛不痒,FREQ:1634;
济济一堂,FREQ:1633;
返璞归真,FREQ:1630;
不慌不忙,FREQ:1630;
利欲熏心,FREQ:1628;
才华横溢,FREQ:1626;
既成事实,FREQ:1625;
为国捐躯,FREQ:1623;
平起平坐,FREQ:1623;
称心如意,FREQ:1621;
各有千秋,FREQ:1621;
叱咤风云,FREQ:1620;
不知所终,FREQ:1618;
胡说八道,FREQ:1618;
一反常态,FREQ:1618;
雁过拔毛,FREQ:1617;
毅然决然,FREQ:1617;
打抱不平,FREQ:1616;
颐养天年,FREQ:1615;
怦然心动,FREQ:1615;
呼风唤雨,FREQ:1615;
绘声绘色,FREQ:1613;
无言以对,FREQ:1612;
适可而止,FREQ:1611;
漫不经心,FREQ:1610;
艰苦朴素,FREQ:1608;
隐隐约约,FREQ:1607;
金碧辉煌,FREQ:1606;
先睹为快,FREQ:1606;
功成名就,FREQ:1604;
言谈举止,FREQ:1604;
闻风而动,FREQ:1601;
掩耳盗铃,FREQ:1599;
家徒四壁,FREQ:1599;
枪林弹雨,FREQ:1598;
如虎添翼,FREQ:1598;
价值连城,FREQ:1597;
见势不妙,FREQ:1594;
以儆效尤,FREQ:1594;
不伦不类,FREQ:1592;
身败名裂,FREQ:1591;
波光粼粼,FREQ:1590;
旁若无人,FREQ:1589;
轻车熟路,FREQ:1587;
节衣缩食,FREQ:1585;
默不作声,FREQ:1584;
肝胆相照,FREQ:1579;
尽心竭力,FREQ:1578;
兼容并蓄,FREQ:1575;
无懈可击,FREQ:1571;
行家里手,FREQ:1571;
延年益寿,FREQ:1569;
夸大其词,FREQ:1568;
伤筋动骨,FREQ:1564;
跋山涉水,FREQ:1564;
前仆后继,FREQ:1563;
攻城略地,FREQ:1559;
负隅顽抗,FREQ:1556;
捕风捉影,FREQ:1555;
越俎代庖,FREQ:1551;
文人墨客,FREQ:1550;
好吃懒做,FREQ:1549;
祸不单行,FREQ:1547;
万事俱备,FREQ:1546;
头痛医头,FREQ:1546;
莫衷一是,FREQ:1546;
无拘无束,FREQ:1545;
牢不可破,FREQ:1545;
指名道姓,FREQ:1545;
坚如磐石,FREQ:1544;
艰难曲折,FREQ:1544;
人云亦云,FREQ:1543;
悬崖勒马,FREQ:1538;
雨过天晴,FREQ:1535;
一举成名,FREQ:1535;
变幻莫测,FREQ:1533;
与人为善,FREQ:1533;
激浊扬清,FREQ:1533;
灯火辉煌,FREQ:1532;
坚定意志,FREQ:1532;
光天化日,FREQ:1531;
人心所向,FREQ:1531;
七零八落,FREQ:1530;
重新做人,FREQ:1528;
沧海桑田,FREQ:1528;
令人作呕,FREQ:1527;
风雨交加,FREQ:1527;
心力衰竭,FREQ:1524;
回心转意,FREQ:1524;
望而生畏,FREQ:1523;
畏罪潜逃,FREQ:1522;
一无是处,FREQ:1520;
养儿防老,FREQ:1518;
出言不逊,FREQ:1518;
光明磊落,FREQ:1518;
惨绝人寰,FREQ:1517;
化为乌有,FREQ:1517;
万家灯火,FREQ:1515;
煽风点火,FREQ:1515;
力挽狂澜,FREQ:1512;
荡气回肠,FREQ:1512;
赤身裸体,FREQ:1511;
诚心诚意,FREQ:1511;
矫枉过正,FREQ:1511;
大气磅礴,FREQ:1509;
名噪一时,FREQ:1509;
苍白无力,FREQ:1505;
相亲相爱,FREQ:1504;
神清气爽,FREQ:1504;
妙语连珠,FREQ:1503;
慌慌张张,FREQ:1502;
姹紫嫣红,FREQ:1501;
吞吞吐吐,FREQ:1501;
见多识广,FREQ:1498;
如临大敌,FREQ:1497;
有备无患,FREQ:1497;
百废待兴,FREQ:1497;
大雨倾盆,FREQ:1497;
独辟蹊径,FREQ:1497;
胡言乱语,FREQ:1495;
催人泪下,FREQ:1490;
积少成多,FREQ:1488;
心力交瘁,FREQ:1487;
一己之私,FREQ:1487;
初出茅庐,FREQ:1486;
大大咧咧,FREQ:1486;
浑然天成,FREQ:1485;
真心诚意,FREQ:1482;
南来北往,FREQ:1482;
多如牛毛,FREQ:1478;
心急火燎,FREQ:1476;
颠沛流离,FREQ:1475;
逆水行舟,FREQ:1475;
慌不择路,FREQ:1474;
发号施令,FREQ:1473;
投其所好,FREQ:1472;
故伎重演,FREQ:1470;
照本宣科,FREQ:1467;
绕道而行,FREQ:1466;
移花接木,FREQ:1465;
人人自危,FREQ:1464;
共商国是,FREQ:1461;
单枪匹马,FREQ:1461;
在天之灵,FREQ:1461;
声嘶力竭,FREQ:1461;
多此一举,FREQ:1460;
鱼目混珠,FREQ:1460;
老实巴交,FREQ:1456;
舟车劳顿,FREQ:1456;
稀奇古怪,FREQ:1454;
不堪入目,FREQ:1453;
愁眉不展,FREQ:1453;
百年大计,FREQ:1453;
细枝末节,FREQ:1453;
一窍不通,FREQ:1453;
落荒而逃,FREQ:1450;
和盘托出,FREQ:1450;
美中不足,FREQ:1450;
不甘寂寞,FREQ:1449;
狭路相逢,FREQ:1449;
饮水思源,FREQ:1448;
绰绰有余,FREQ:1447;
战火纷飞,FREQ:1445;
名利双收,FREQ:1445;
思前想后,FREQ:1442;
大庭广众,FREQ:1442;
精疲力竭,FREQ:1440;
人人皆知,FREQ:1440;
人赃俱获,FREQ:1437;
幸灾乐祸,FREQ:1437;
两袖清风,FREQ:1434;
答非所问,FREQ:1432;
简明扼要,FREQ:1431;
一事无成,FREQ:1431;
相形见绌,FREQ:1429;
择优录取,FREQ:1429;
惊涛骇浪,FREQ:1427;
麻木不仁,FREQ:1423;
觥筹交错,FREQ:1421;
舍生忘死,FREQ:1420;
寿终正寝,FREQ:1419;
拔苗助长,FREQ:1419;
除恶务尽,FREQ:1418;
风驰电掣,FREQ:1415;
妄自菲薄,FREQ:1415;
毫不讳言,FREQ:1415;
自生自灭,FREQ:1414;
有板有眼,FREQ:1413;
议论风生,FREQ:1413;
不可抗拒,FREQ:1412;
孤立无援,FREQ:1410;
沆瀣一气,FREQ:1409;
喋喋不休,FREQ:1409;
念念有词,FREQ:1408;
弄巧成拙,FREQ:1408;
人财两空,FREQ:1408;
亭台楼阁,FREQ:1407;
亲密无间,FREQ:1407;
终身大事,FREQ:1406;
坚不可摧,FREQ:1406;
天花乱坠,FREQ:1404;
风吹雨打,FREQ:1403;
异乎寻常,FREQ:1402;
千言万语,FREQ:1402;
亦步亦趋,FREQ:1399;
惩前毖后,FREQ:1398;
扶老携幼,FREQ:1398;
攻守同盟,FREQ:1396;
